nose_x,nose_y,nose_z,nose_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,label,exercise
0.4126791,0.2832906,-1.4221656,0.99979824,0.644741,0.35475534,-1.0044991,0.9965529,0.2668625,0.4398242,-1.0200913,0.99507153,0.72268164,0.7747328,-1.035261,0.96255964,0.27767304,0.8740298,-1.0614612,0.9861439,0.7493031,1.0954882,-1.1496007,0.880213,0.2486619,1.1652069,-1.1475976,0.92671996,0.5814148,0.6486077,0.003238172,0.99910766,0.41069025,0.68904686,-0.0029705195,0.99706244,0.6458212,0.9051886,0.4801909,0.6789068,0.41748148,0.8832893,0.5426653,0.6279059,0.56264794,0.7768907,1.1846163,0.092097186,0.4379477,0.8021068,1.0929161,0.056159638,incorrect,pushup
0.4138155,0.277989,-1.438567,0.9997623,0.64973754,0.34901306,-1.0178256,0.9956798,0.26825744,0.4437617,-1.023279,0.99367243,0.7223332,0.77985305,-1.0553844,0.96453434,0.27828315,0.87463063,-1.07904,0.9854873,0.7491289,1.1138405,-1.1802908,0.886745,0.24491553,1.1619579,-1.16222,0.9201154,0.5887106,0.64341825,0.0022444543,0.9990454,0.4155,0.68985397,-0.00194139,0.9969772,0.6463073,0.90460885,0.47905883,0.6681496,0.41721827,0.8784609,0.5610039,0.61483055,0.5642893,0.7813259,1.1989768,0.08707498,0.44277605,0.80359197,1.1121842,0.056952856,incorrect,pushup
0.41481835,0.2609864,-1.5350665,0.99959004,0.6663631,0.34373567,-1.0958138,0.9936839,0.2747628,0.4275765,-1.0777637,0.9891111,0.73200315,0.78931445,-1.1039588,0.9663572,0.28172484,0.87596637,-1.11584,0.9845513,0.7482239,1.1394724,-1.212768,0.8912714,0.24580017,1.1742026,-1.2056738,0.91622233,0.599585,0.6471351,-0.0035077971,0.99898005,0.41965836,0.68710285,0.0038130973,0.99681216,0.66345406,0.89395267,0.5264071,0.65195745,0.41234308,0.84057075,0.6904048,0.5886207,0.59195507,0.7822548,1.3600103,0.08357385,0.4407808,0.80906624,1.29966,0.06108836,incorrect,pushup
0.42187628,0.2511054,-1.5372792,0.9995822,0.6696994,0.33572415,-1.0812272,0.9931227,0.27487105,0.42801678,-1.0874972,0.98872924,0.7337548,0.78443205,-1.1015495,0.96812195,0.2816395,0.8719906,-1.1430553,0.98457307,0.7489046,1.117236,-1.2375349,0.89675134,0.2460397,1.1704391,-1.2433207,0.9163637,0.59742886,0.64934725,-0.0014904726,0.9990146,0.41790548,0.6784522,0.0017740456,0.99697125,0.6632096,0.888456,0.5584609,0.64138496,0.40965453,0.8307622,0.67217344,0.5748973,0.5901393,0.7709175,1.3784598,0.080041625,0.43292683,0.7952388,1.2958342,0.06577842,incorrect,pushup
0.42606345,0.24314266,-1.7921365,0.99926883,0.6731387,0.32860655,-1.2717774,0.99168766,0.27789217,0.42794678,-1.278092,0.9868689,0.7440455,0.7822739,-1.3129512,0.9685854,0.28361687,0.87161374,-1.3481715,0.98408616,0.75305974,1.1087723,-1.4777826,0.89619297,0.25080135,1.1705644,-1.4736233,0.9187014,0.6021476,0.62948585,-0.0034168903,0.9989625,0.41761932,0.67130274,0.0035994581,0.99690783,0.6511656,0.8368389,0.7300538,0.6016821,0.4217914,0.79835284,0.8371874,0.5294281,0.58936864,0.74150485,1.7520596,0.07583891,0.43658814,0.7406299,1.69651,0.06393655,incorrect,pushup
0.43294796,0.24344629,-1.7547901,0.9989976,0.67614704,0.33355448,-1.2349862,0.9900876,0.27941367,0.42619526,-1.2465612,0.98494214,0.7456142,0.78074324,-1.2612128,0.96937144,0.28396577,0.8719427,-1.2979398,0.9835836,0.7542595,1.1065079,-1.4102948,0.8928655,0.25498724,1.1706479,-1.4314563,0.9191198,0.6031016,0.63474005,-0.0053349757,0.9988996,0.41679773,0.67478955,0.0054577305,0.9968715,0.64469767,0.8458446,0.7218699,0.5639306,0.4249982,0.80257833,0.84561425,0.4869739,0.58740187,0.7462511,1.7330393,0.070965506,0.43812266,0.7388528,1.6650213,0.061907727,incorrect,pushup
0.43798336,0.22175008,-1.8378754,0.99879086,0.6944969,0.3354076,-1.306208,0.9873553,0.286699,0.41306418,-1.2973311,0.98418826,0.75496185,0.7798356,-1.3129213,0.96801573,0.28624585,0.86830837,-1.3453345,0.98367625,0.75271297,1.1192646,-1.4495586,0.88182867,0.25465393,1.1725487,-1.4745585,0.92082524,0.61415213,0.66593903,-0.011050281,0.9988056,0.42421547,0.679769,0.011107003,0.9967974,0.64582056,0.8505195,0.75702876,0.5275713,0.42301854,0.8146616,0.88326037,0.44804415,0.58709,0.7485934,1.8125613,0.06787249,0.4365582,0.7399196,1.7815737,0.060008228,incorrect,pushup
0.4507925,0.21332698,-1.7195123,0.9985754,0.71255386,0.33937317,-1.2267147,0.9835644,0.29474866,0.41596416,-1.2289474,0.98192704,0.7680548,0.80386424,-1.2410179,0.9681124,0.28631178,0.86744994,-1.2777741,0.98381525,0.7537523,1.1498843,-1.3840165,0.8800135,0.2560218,1.1738435,-1.3973348,0.92308277,0.6201693,0.67021483,-0.011926677,0.99871683,0.42548674,0.68501496,0.012033411,0.9967436,0.6505254,0.89248097,0.6561898,0.50828147,0.42082042,0.82909733,0.7877777,0.42230886,0.58969426,0.77873915,1.6180271,0.06513457,0.43712038,0.75341266,1.567761,0.05974838,incorrect,pushup
0.45812565,0.19767886,-1.8807688,0.998332,0.7089966,0.3413924,-1.3275636,0.98065907,0.29653367,0.41248322,-1.3244019,0.98183894,0.7697147,0.7989969,-1.3250884,0.96551955,0.28626117,0.86753047,-1.3433813,0.98259306,0.752949,1.1499898,-1.4580119,0.85598093,0.2558091,1.1776551,-1.473393,0.92090607,0.6190611,0.6785956,-0.015673146,0.99869376,0.42941004,0.6855475,0.015734872,0.9968416,0.63069403,0.8399737,0.8239625,0.4698499,0.43260598,0.7993788,0.928965,0.38616672,0.5786803,0.7371836,1.92188,0.06300328,0.4392759,0.69482905,1.9120319,0.057631355,incorrect,pushup
0.46820134,0.21119353,-1.7840344,0.9979517,0.71635115,0.3431638,-1.2446342,0.9774034,0.29942307,0.41584453,-1.264097,0.9804528,0.77604663,0.80538154,-1.2422347,0.96301275,0.28622207,0.86983913,-1.2974393,0.98252726,0.75989497,1.1448123,-1.4380333,0.8400746,0.25381035,1.1848956,-1.4127198,0.921985,0.6193979,0.6743471,-0.015580295,0.9985697,0.43024603,0.6886015,0.015675396,0.99668014,0.6128448,0.84892577,0.774841,0.4366393,0.43250042,0.8106588,0.86329365,0.3556687,0.5692167,0.74628764,1.7894752,0.060352437,0.43947402,0.7202921,1.755039,0.0555985,incorrect,pushup
